"Rload=2k"
+1.0000000000e+001 +6.3636363636e-001 +9.0291610389e+000 +1.0000000000e+001 -4.8541948053e-004 -4.8541948053e-003 +6.3636363636e-001 -4.8541948053e-006 -3.0890330579e-006 +9.7083896106e-001 +4.8541948053e-004 +4.7126414416e-004 +6.3636363636e-001 -8.3927974026e+000 +9.0291610389e+000 -4.9027367534e-004 +4.8541948053e-004 +4.8541948053e-006
+1.0000000000e+001 +6.3939393939e-001 +8.9084238273e+000 +1.0000000000e+001 -5.4578808637e-004 -5.4578808637e-003 +6.3939393939e-001 -5.4578808637e-006 -3.4897359462e-006 +1.0915761727e+000 +5.4578808637e-004 +5.9576927044e-004 +6.3939393939e-001 -8.2690298879e+000 +8.9084238273e+000 -5.5124596723e-004 +5.4578808637e-004 +5.4578808637e-006
+1.0000000000e+001 +6.4242424242e-001 +8.7726712785e+000 +1.0000000000e+001 -6.1366436076e-004 -6.1366436076e-003 +6.4242424242e-001 -6.1366436076e-006 -3.9423286206e-006 +1.2273287215e+000 +6.1366436076e-004 +7.5316789532e-004 +6.4242424242e-001 -8.1302470361e+000 +8.7726712785e+000 -6.1980100436e-004 +6.1366436076e-004 +6.1366436076e-006
+1.0000000000e+001 +6.4545454545e-001 +8.6200360284e+000 +1.0000000000e+001 -6.8998198581e-004 -6.8998198581e-003 +6.4545454545e-001 -6.8998198581e-006 -4.4535200902e-006 +1.3799639716e+000 +6.8998198581e-004 +9.5215028148e-004 +6.4545454545e-001 -7.9745814829e+000 +8.6200360284e+000 -6.9688180567e-004 +6.8998198581e-004 +6.8998198581e-006
+1.0000000000e+001 +6.4848484848e-001 +8.4484184802e+000 +1.0000000000e+001 -7.7579075988e-004 -7.7579075988e-003 +6.4848484848e-001 -7.7579075988e-006 -5.0308855338e-006 +1.5515815198e+000 +7.7579075988e-004 +1.2037026062e-003 +6.4848484848e-001 -7.7999336318e+000 +8.4484184802e+000 -7.8354866748e-004 +7.7579075988e-004 +7.7579075988e-006
+1.0000000000e+001 +6.5151515152e-001 +8.2554579236e+000 +1.0000000000e+001 -8.7227103822e-004 -8.7227103822e-003 +6.5151515152e-001 -8.7227103822e-006 -5.6829779763e-006 +1.7445420764e+000 +8.7227103822e-004 +1.5217135282e-003 +6.5151515152e-001 -7.6039427721e+000 +8.2554579236e+000 -8.8099374860e-004 +8.7227103822e-004 +8.7227103822e-006
+1.0000000000e+001 +6.5454545455e-001 +8.0385000609e+000 +1.0000000000e+001 -9.8074996953e-004 -9.8074996953e-003 +6.5454545455e-001 -9.8074996953e-006 -6.4194543460e-006 +1.9614999391e+000 +9.8074996953e-004 +1.9237410055e-003 +6.5454545455e-001 -7.3839546064e+000 +8.0385000609e+000 -9.9055746922e-004 +9.8074996953e-004 +9.8074996953e-006
+1.0000000000e+001 +6.5757575758e-001 +7.7945604965e+000 +1.0000000000e+001 -1.1027197518e-003 -1.1027197518e-002 +6.5757575758e-001 -1.1027197518e-005 -7.2512177616e-006 +2.2054395035e+000 +1.1027197518e-003 +2.4319817019e-003 +6.5757575758e-001 -7.1369847389e+000 +7.7945604965e+000 -1.1137469493e-003 +1.1027197518e-003 +1.1027197518e-005
+1.0000000000e+001 +6.6060606061e-001 +7.5202836835e+000 +1.0000000000e+001 -1.2398581583e-003 -1.2398581583e-002 +6.6060606061e-001 -1.2398581583e-005 -8.1905781363e-006 +2.4797163165e+000 +1.2398581583e-003 +3.0744965052e-003 +6.6060606061e-001 -6.8596776229e+000 +7.5202836835e+000 -1.2522567398e-003 +1.2398581583e-003 +1.2398581583e-005
+1.0000000000e+001 +6.6363636364e-001 +7.2118967668e+000 +1.0000000000e+001 -1.3940516166e-003 -1.3940516166e-002 +6.6363636364e-001 -1.3940516166e-005 -9.2514334555e-006 +2.7881032332e+000 +1.3940516166e-003 +3.8867598194e-003 +6.6363636364e-001 -6.5482604032e+000 +7.2118967668e+000 -1.4079921327e-003 +1.3940516166e-003 +1.3940516166e-005
