"C1=1μ"
+8.6000000000e-005 +5.1443953378e-001 +2.1632575675e-002 +5.1443953378e-001 -4.9280695811e-004 +4.9280695811e-001 +4.9280695811e-004 +2.1632575675e-002 +4.7117438243e-004 +2.1632575675e-002 +2.1632575675e-005
+8.7000000000e-005 +5.1981734262e-001 +2.2108176664e-002 +5.1981734262e-001 -4.9770916596e-004 +4.9770916596e-001 +4.9770916596e-004 +2.2108176664e-002 +4.7560098929e-004 +2.2108176664e-002 +2.2108176664e-005
+8.8000000000e-005 +5.2517462996e-001 +2.2588174944e-002 +5.2517462996e-001 -5.0258645502e-004 +5.0258645502e-001 +5.0258645502e-004 +2.2588174944e-002 +4.7999828007e-004 +2.2588174944e-002 +2.2588174944e-005
+8.9000000000e-005 +5.3051118431e-001 +2.3072541047e-002 +5.3051118431e-001 -5.0743864326e-004 +5.0743864326e-001 +5.0743864326e-004 +2.3072541047e-002 +4.8436610221e-004 +2.3072541047e-002 +2.3072541047e-005
+9.0000000000e-005 +5.3582679498e-001 +2.3561245351e-002 +5.3582679498e-001 -5.1226554963e-004 +5.1226554963e-001 +5.1226554963e-004 +2.3561245351e-002 +4.8870430428e-004 +2.3561245351e-002 +2.3561245351e-005
+9.1000000000e-005 +5.4112125213e-001 +2.4054258087e-002 +5.4112125213e-001 -5.1706699404e-004 +5.1706699404e-001 +5.1706699404e-004 +2.4054258087e-002 +4.9301273595e-004 +2.4054258087e-002 +2.4054258087e-005
+9.2000000000e-005 +5.4639434673e-001 +2.4551549335e-002 +5.4639434673e-001 -5.2184279740e-004 +5.2184279740e-001 +5.2184279740e-004 +2.4551549335e-002 +4.9729124806e-004 +2.4551549335e-002 +2.4551549335e-005
+9.3000000000e-005 +5.5164587063e-001 +2.5053089028e-002 +5.5164587063e-001 -5.2659278160e-004 +5.2659278160e-001 +5.2659278160e-004 +2.5053089028e-002 +5.0153969257e-004 +2.5053089028e-002 +2.5053089028e-005
+9.4000000000e-005 +5.5687561649e-001 +2.5558846950e-002 +5.5687561649e-001 -5.3131676954e-004 +5.3131676954e-001 +5.3131676954e-004 +2.5558846950e-002 +5.0575792259e-004 +2.5558846950e-002 +2.5558846950e-005
+9.5000000000e-005 +5.6208337785e-001 +2.6068792742e-002 +5.6208337785e-001 -5.3601458511e-004 +5.3601458511e-001 +5.3601458511e-004 +2.6068792742e-002 +5.0994579237e-004 +2.6068792742e-002 +2.6068792742e-005
+9.6000000000e-005 +5.6726894913e-001 +2.6582895900e-002 +5.6726894913e-001 -5.4068605323e-004 +5.4068605323e-001 +5.4068605323e-004 +2.6582895900e-002 +5.1410315733e-004 +2.6582895900e-002 +2.6582895900e-005
+9.7000000000e-005 +5.7243212559e-001 +2.7101125774e-002 +5.7243212559e-001 -5.4533099982e-004 +5.4533099982e-001 +5.4533099982e-004 +2.7101125774e-002 +5.1822987405e-004 +2.7101125774e-002 +2.7101125774e-005
+9.8000000000e-005 +5.7757270342e-001 +2.7623451574e-002 +5.7757270342e-001 -5.4994925185e-004 +5.4994925185e-001 +5.4994925185e-004 +2.7623451574e-002 +5.2232580027e-004 +2.7623451574e-002 +2.7623451574e-005
+9.9000000000e-005 +5.8269047967e-001 +2.8149842369e-002 +5.8269047967e-001 -5.5454063730e-004 +5.5454063730e-001 +5.5454063730e-004 +2.8149842369e-002 +5.2639079493e-004 +2.8149842369e-002 +2.8149842369e-005
+1.0000000000e-004 +5.8778525229e-001 +2.8680267087e-002 +5.8778525229e-001 -5.5910498521e-004 +5.5910498521e-001 +5.5910498521e-004 +2.8680267087e-002 +5.3042471812e-004 +2.8680267087e-002 +2.8680267087e-005
+1.0100000000e-004 +5.9285682016e-001 +2.9214694518e-002 +5.9285682016e-001 -5.6364212564e-004 +5.6364212564e-001 +5.6364212564e-004 +2.9214694518e-002 +5.3442743112e-004 +2.9214694518e-002 +2.9214694518e-005
+1.0200000000e-004 +5.9790498306e-001 +2.9753093315e-002 +5.9790498306e-001 -5.6815188974e-004 +5.6815188974e-001 +5.6815188974e-004 +2.9753093315e-002 +5.3839879643e-004 +2.9753093315e-002 +2.9753093315e-005
+1.0300000000e-004 +6.0292954169e-001 +3.0295431992e-002 +6.0292954169e-001 -5.7263410970e-004 +5.7263410970e-001 +5.7263410970e-004 +3.0295431992e-002 +5.4233867770e-004 +3.0295431992e-002 +3.0295431992e-005
+1.0400000000e-004 +6.0793029769e-001 +3.0841678932e-002 +6.0793029769e-001 -5.7708861876e-004 +5.7708861876e-001 +5.7708861876e-004 +3.0841678932e-002 +5.4624693983e-004 +3.0841678932e-002 +3.0841678932e-005
+1.0500000000e-004 +6.1290705365e-001 +3.1391802381e-002 +6.1290705365e-001 -5.8151525127e-004 +5.8151525127e-001 +5.8151525127e-004 +3.1391802381e-002 +5.5012344889e-004 +3.1391802381e-002 +3.1391802381e-005
+1.0600000000e-004 +6.1785961309e-001 +3.1945770453e-002 +6.1785961309e-001 -5.8591384264e-004 +5.8591384264e-001 +5.8591384264e-004 +3.1945770453e-002 +5.5396807218e-004 +3.1945770453e-002 +3.1945770453e-005
+1.0700000000e-004 +6.2278778049e-001 +3.2503551132e-002 +6.2278778049e-001 -5.9028422936e-004 +5.9028422936e-001 +5.9028422936e-004 +3.2503551132e-002 +5.5778067822e-004 +3.2503551132e-002 +3.2503551132e-005
+1.0800000000e-004 +6.2769136129e-001 +3.3065112268e-002 +6.2769136129e-001 -5.9462624902e-004 +5.9462624902e-001 +5.9462624902e-004 +3.3065112268e-002 +5.6156113675e-004 +3.3065112268e-002 +3.3065112268e-005
+1.0900000000e-004 +6.3257016191e-001 +3.3630421587e-002 +6.3257016191e-001 -5.9893974033e-004 +5.9893974033e-001 +5.9893974033e-004 +3.3630421587e-002 +5.6530931874e-004 +3.3630421587e-002 +3.3630421587e-005
+1.1000000000e-004 +6.3742398975e-001 +3.4199446683e-002 +6.3742398975e-001 -6.0322454307e-004 +6.0322454307e-001 +6.0322454307e-004 +3.4199446683e-002 +5.6902509638e-004 +3.4199446683e-002 +3.4199446683e-005
+1.1100000000e-004 +6.4225265318e-001 +3.4772155027e-002 +6.4225265318e-001 -6.0748049815e-004 +6.0748049815e-001 +6.0748049815e-004 +3.4772155027e-002 +5.7270834312e-004 +3.4772155027e-002 +3.4772155027e-005
+1.1200000000e-004 +6.4705596157e-001 +3.5348513960e-002 +6.4705596157e-001 -6.1170744761e-004 +6.1170744761e-001 +6.1170744761e-004 +3.5348513960e-002 +5.7635893365e-004 +3.5348513960e-002 +3.5348513960e-005
+1.1300000000e-004 +6.5183372530e-001 +3.5928490704e-002 +6.5183372530e-001 -6.1590523460e-004 +6.1590523460e-001 +6.1590523460e-004 +3.5928490704e-002 +5.7997674389e-004 +3.5928490704e-002 +3.5928490704e-005
+1.1400000000e-004 +6.5658575575e-001 +3.6512052355e-002 +6.5658575575e-001 -6.2007370340e-004 +6.2007370340e-001 +6.2007370340e-004 +3.6512052355e-002 +5.8356165104e-004 +3.6512052355e-002 +3.6512052355e-005
